지하철역,time_04_05,time_05_06,time_06_07,time_07_08,time_08_09,time_09_10,time_10_11,time_11_12,time_12_13,time_13_14,time_14_15,time_15_16,time_16_17,time_17_18,time_18_19,time_19_20,time_20_21,time_21_22,time_22_23,time_23_24,time_00_01,time_01_02,time_02_03,time_03_04
4.19민주묘지,30,16206,42121,94422,144400,106606,87483,88531,95360,99667,97909,104156,109621,114492,125919,110141,68047,55819,42878,27408,2209,13,8,0
가능,5048,106999,177242,317456,379905,228460,177333,167859,182222,182304,161197,183678,204342,259692,320084,279096,174470,145009,116094,79241,16279,0,0,0
가락시장,362,91685,263206,582345,1127643,648080,498869,486096,487705,511656,534252,581017,617701,750183,1126209,653919,452420,415848,323272,160247,42349,1648,20,0
가산디지털단지,20584,266601,562065,2218558,6424839,3575371,1157897,898044,944646,1043901,1057634,1166749,1406520,3100504,5452025,2591907,1453380,1200523,730271,324410,32956,71,12,0
가양,545,178253,368676,1020187,1235248,717102,471555,476983,491581,518877,510194,551388,648244,804547,1192056,890132,542682,491814,403427,229755,28767,599,2,0
가오리,50,27118,76425,194977,230276,144049,115494,110203,115832,116586,116812,125360,136212,149536,189458,176751,105576,84922,67689,37579,3266,17,0,0
가좌,3,27968,107816,247777,335788,181058,136669,126633,138733,146509,145334,153540,180895,201663,265542,217114,126680,99750,82695,52431,8487,8,0,0
가천대,418,67682,113719,254032,445192,287672,198628,175762,210504,212077,209249,219748,276645,342238,395359,303402,216024,207487,191030,121440,11877,4,0,0
가평,5,9504,27658,51573,88040,67791,72749,104665,94685,73247,83735,81211,76041,85989,84595,50112,36753,28732,19883,11671,3488,0,0,0
간석,3886,72357,147893,300254,303393,177004,136647,145042,150554,155169,148225,163946,187299,228822,298555,262405,165827,144500,117704,79400,21928,13,0,0
갈매,108,20927,58859,213249,162496,88469,66445,49938,59026,59952,63430,68588,71734,98217,153516,127081,77038,57007,52010,27762,7155,0,0,0
강남,2162,264111,824773,2117598,4329851,4306633,2243751,1992698,2173498,2677047,2548902,2757756,2975989,4104557,5997962,3877789,2532743,2660407,2407813,1025577,75620,574,33,0
강남구청,379,59443,251023,643997,1956228,1665073,750147,572410,567505,642634,647198,701530,747159,1058581,1897688,1143339,675134,626646,457869,196741,21113,38,2,1
강동,623,141981,376447,974887,1377593,736241,475598,434339,465027,489583,481123,513857,583870,828914,1158326,783212,480511,426934,362752,213497,34510,72,0,0
강동구청,381,63089,172126,473894,834016,405071,251381,229734,242482,265236,265048,276286,327891,421281,687666,428542,263681,233665,194761,92164,15220,48,0,0
강매,3,23837,70308,195835,205573,87661,59466,55335,58171,58324,55460,60391,72014,95199,143832,129585,76160,61213,54581,32296,11145,10,0,0
강변(동서울터미널),225,127445,529840,1143591,1756880,1325493,1026778,962440,1011161,1063750,1068163,1149297,1257460,1484258,2020577,1520689,1051362,863613,706847,343976,31997,226,11,0
강촌,21,1085,3653,6846,22047,20493,25965,31537,22916,22008,23757,27281,28545,25945,21201,12433,7812,6193,3619,2940,373,0,0,0
개롱,1,49860,121380,343879,404429,218071,153349,145149,166351,171484,165575,187257,221812,275244,369549,293727,163298,150642,132680,71313,15341,36,0,0
개봉,14019,271754,530974,1156295,1206628,740076,523530,503828,560551,545260,551030,596426,706335,957172,1349166,999049,622326,556511,435503,244026,33649,24,0,0
개포동,27,15095,74760,142157,195813,132812,95932,80487,97981,102000,101310,103189,124122,158577,195971,142728,91327,84788,78997,40451,2739,7,0,0
개화,79,24630,84484,167626,150794,68019,47970,48266,48242,47419,45593,53687,65800,91166,124469,88569,55860,41562,26241,14895,3076,192,1,0
개화산,19,42912,123745,277880,350335,169446,127685,125075,139126,140859,140157,149614,169774,208183,294000,223189,134567,120056,106815,53655,12294,299,4,0
거여,6,59023,196224,428793,492198,259233,179144,163071,181002,188854,186776,210995,268363,327256,405578,316494,179474,165085,141333,74297,15634,38,0,0
건대입구,3877,277536,581078,1202216,2260694,1618452,1113496,1115480,1310024,1475209,1517949,1659831,1879314,2461654,3391797,2495183,1863178,1775662,1598450,898613,128624,4245,22,0
검암,7814,85205,192519,506016,467493,204487,139097,134463,144120,141816,137897,145914,186157,251064,450607,371063,226650,188103,175566,102145,49221,83,0,0
경기광주,3,26987,151008,403601,450855,230961,150098,144238,153263,156942,148320,163313,201043,263955,404565,340890,207282,171938,106829,71112,409,0,0,0
경마공원,22,6601,31614,54812,117762,89562,92515,74225,67052,70752,67284,62383,75471,117772,210872,49322,24161,19039,12688,8367,1007,2,0,0
경복궁(정부서울청사),874,44564,203863,578710,1378784,753178,486149,477313,488393,561571,570681,596819,680975,892170,1363974,654906,447314,439290,308055,130800,11220,152,2,0
경찰병원,91,29976,110710,321524,611479,327868,217250,176861,188186,209597,201169,202127,211526,307802,455703,272132,180201,155680,121622,59195,12770,29,0,0
계양,101,88573,240087,609520,550281,290634,188746,180196,187469,182162,173041,189891,232716,313208,498463,476573,283141,245236,216629,123219,30376,69,0,0
고덕,47,53182,192899,460406,466165,258796,216663,215203,231454,246010,246832,261124,313493,360041,455459,389971,212620,191418,170786,87036,15649,478,4,0
고려대(종암),197,45170,119098,322745,557501,271471,179868,174909,193987,216412,196637,211549,266017,356069,447876,307021,196650,196765,167832,105627,9924,198,1,0
고속터미널,1629,170093,841310,1610930,2485808,2493130,2191183,2375084,2508639,2703169,2793599,3044550,3218479,3813619,4223505,3062189,2662622,1917333,1356201,548831,32455,231,14,3
고잔,2778,59388,182898,435992,503570,269787,215756,209482,210655,220321,223092,226410,245097,345444,462573,294680,204112,168715,137590,94799,32170,236,30,11
곡산,13,4341,12843,32859,43272,19184,13767,13736,14129,13638,15615,17522,18988,25130,37240,18562,14308,10670,7487,4471,923,0,0,0
곤지암,11,8468,34840,115635,115311,70297,51404,52389,57406,56621,54681,62706,75991,109822,121981,89857,49652,46941,29821,19966,3,3,0,0
공덕,1797,127563,399440,1342898,2993441,1604153,808239,786469,815792,878561,873387,941213,1091247,1699466,3030542,1490050,936540,902536,693188,372855,66622,831,9,1
공릉(서울과학기술대),234,84227,195961,506492,711931,401980,293732,279039,318797,334178,330596,364296,410598,489378,676868,561416,344503,305047,260719,175405,22318,55,1,0
공항시장,12,34880,62785,115686,146133,92987,80818,79754,84444,88207,89040,98758,107030,122175,157939,138991,94160,79263,68582,45555,8209,43,0,0
공항화물청사,25,11367,93097,173985,279845,67399,30056,43315,49709,33673,34590,41288,71846,120800,209456,68695,52068,44227,33302,9569,581,1,0,0
과천,103,27542,184671,243291,280474,158111,115726,109558,118612,122705,121252,130409,197301,223417,239803,179660,104640,97080,84569,53904,5181,8,0,0
관악,2287,103951,182097,415522,438625,263383,196992,163148,178931,173586,175866,185893,226451,285366,412997,324445,191104,180717,135113,83329,9899,10,0,2
광나루(장신대),38,75618,259383,570193,824124,493988,362534,316760,336243,359881,350530,369745,439556,515807,750421,473647,311156,283412,235942,122683,9907,28,0,0
광명,0,25612,63296,183935,134696,93456,43466,58144,75791,60394,76822,73420,136461,85591,186979,156883,61871,76598,63864,6534,5,0,0,0
광명사거리,1997,320439,500796,1104363,1426950,834667,580611,573701,621837,643143,635319,697748,804449,1008043,1374624,1069921,652329,552411,431183,237535,41817,191,13,0
광운대,24891,83971,176529,427374,461404,270779,209638,204706,221278,231652,231547,241620,274160,319910,398751,332144,216214,184680,158385,121522,41660,111,0,0
광화문(세종문화회관),84,19010,290168,1013347,3141597,1332181,588919,622232,622329,748857,740001,764092,886116,1436286,2761863,1108543,692599,677315,428516,157780,9516,29,0,0
광흥창(서강),54,45568,126737,356798,658065,361777,218492,202411,213938,217129,216572,235879,263234,362059,586600,339351,208512,188477,149078,75655,7777,42,0,0
교대(법원.검찰청),470,132983,541962,1185990,2742442,2345097,1316418,1179569,1184987,1387622,1453791,1486359,1558923,2215613,3329225,1691701,1130524,1149924,977964,398319,30576,142,13,0
구로,125992,318037,357433,764462,1301489,715387,456914,412505,422058,444729,440223,487844,573147,896987,1205491,657965,426360,410476,306505,193947,109277,261,2,1
구로디지털단지,3135,523896,856299,2390327,4829806,2993869,1357735,1127474,1182874,1309790,1269162,1398907,1619351,2555066,4311035,2807253,1677395,1551106,1313573,712339,52827,1025,5,2
구룡,98,7803,47020,92790,91947,52228,38354,39480,42130,45119,41780,46482,80683,76932,75227,44980,27351,31161,19582,12018,878,0,0,1
구리,8302,117641,285228,745263,747465,455757,342875,340597,340191,383822,358611,388065,459937,565660,766117,651446,420229,307666,279241,164778,29401,0,0,0
구반포,30,8276,37883,79827,137157,98850,73766,75421,87256,97772,94455,101200,107470,127721,182518,114192,72802,64819,56916,28001,2914,11,0,0
구산,46,56914,137704,361708,445428,243674,170969,171093,182235,179186,177958,198967,225119,243459,304378,272421,154812,134088,117235,59928,10613,21,0,0
구성,503,32514,107835,269446,306055,152354,111371,106645,106995,113317,112128,123084,143341,191842,276536,224814,141248,116942,106509,61813,8753,9,0,0
구의(광진구청),294,164296,393233,888279,1668216,994952,569576,507786,550490,588672,580828,641225,727490,949798,1459969,1024323,690432,643916,571072,303565,39461,247,23,0
구일,3266,58667,140067,370323,387256,200705,142404,135841,154877,164547,162588,185194,211608,276715,430838,308535,188978,172645,144301,71847,11872,12,0,0
구파발,1414,120996,423641,1166404,1213335,736723,569839,507849,544149,554313,557096,590293,678635,804304,1094726,879877,540174,485056,380102,260411,39687,875,10,0
국수,3,6174,14663,26285,36070,33478,26710,29314,24668,27762,27528,30817,33736,29208,27217,21577,16742,16548,9780,7316,2628,3,0,0
국회의사당,41,26270,114864,496127,1631140,806290,303799,274777,274585,314327,313657,317726,355989,803501,1348196,501650,297261,269325,177604,63741,4405,12,0,1
군자(능동),830,197243,420997,898683,1706813,977886,561574,516682,557659,599064,594028,665286,762704,1028965,1588587,1164222,727550,672807,579645,332083,80055,3394,33,0
군포,994,84579,179063,500779,692051,188666,131939,124160,134004,136682,129105,144307,178662,334417,544117,284605,196526,152504,106708,59297,7607,5,1,0
굴봉산,4,524,1295,3466,7314,7666,12221,9639,7475,7633,8670,9876,8559,7263,5244,3003,2060,1208,715,597,154,0,0,0
굴포천,50,78640,199267,449027,525773,296461,193467,187257,204736,211944,209713,216513,262425,343498,548299,482257,294232,246277,202554,115440,24432,1634,0,0
굽은다리(강동구민회관앞),4,74488,166093,445990,561157,313043,222514,213348,232201,245763,237539,256651,291102,356722,507977,404634,238393,230134,185570,104041,20736,19,7,0
금곡,143,18674,38265,75210,97626,51356,45099,38923,41854,41608,41914,44946,50786,58020,80575,55855,27691,27362,21576,13818,2989,0,0,0
금릉,644,34459,106255,232985,226952,133381,108535,105869,111194,123052,116062,125389,150678,186056,247856,199008,116244,106149,94268,52705,23047,7,0,0
금정,3319,336923,625403,1313146,1837397,824604,533136,519942,556857,571910,559849,615536,778108,1167198,1689980,1147341,752377,695639,544308,332802,78306,2060,6,5
금천구청,7558,139864,266227,659260,797305,375960,261611,247570,272167,280600,270696,305577,346001,455847,749007,503955,295343,270795,208040,120767,8674,10,0,0
금촌,989,39881,150185,312570,356135,214568,178391,174389,195236,206476,189666,209011,243087,276725,348958,260069,166030,147324,104156,63467,25533,25,0,0
금호,549,59179,138328,334834,489921,322630,220657,201945,212467,224254,218769,241869,273288,340599,459765,335212,231831,198487,161792,86119,7436,35,1,0
기흥,1899,63949,192924,457849,534098,279917,197421,192759,206487,223355,213929,233853,268031,370440,557317,452625,301186,251856,209301,139478,20300,13,0,2
길동,165,55610,130188,299418,483692,277277,207555,204953,217897,231590,231019,248437,282738,331670,473047,338538,208604,169842,129215,74018,12955,23,0,0
길음,178,124880,406786,1020597,1260894,729355,497274,458436,494163,528073,506364,555051,633810,825585,1140767,900601,561903,477182,435403,240778,16458,100,1,0
김유정,56,864,2573,8792,10938,12382,15594,19399,17499,17825,19006,20606,19201,18351,13551,7127,4537,2851,1861,1207,455,0,0,0
김포공항,477,94333,392841,747423,935523,742361,713360,811002,825581,949360,977466,949450,985866,1184046,1378066,932423,685105,612762,482426,102718,21738,141,10,1
까치산,1157,281530,557598,1484314,1963301,1047019,674658,632426,688397,704484,697493,774397,885423,1071698,1684750,1388488,882190,781241,642638,373098,43328,1366,9,0
까치울,22,52661,155664,386623,525955,248406,155075,156593,171777,178593,170472,181066,224185,306573,430818,353828,224695,186334,159808,82032,5348,20,0,0
낙성대,87,25554,66516,184583,327047,228342,133570,115335,130307,137280,132579,138862,154030,195316,284878,240974,156119,147553,143024,89558,23853,463,13,0
남구로,207,231952,247867,653131,1525139,776957,357806,301738,305530,313676,304553,341306,414143,777044,1236237,656686,386425,347735,258498,124853,12341,59,3,1
남동인더스파크,0,13241,46834,191564,230613,53707,32392,34749,34878,38676,39209,46289,48896,138896,164517,71109,53949,31914,11699,6269,1077,0,0,0
남부터미널(예술의전당),539,43341,366881,909723,2144904,1253997,825980,746542,786905,867777,903069,942958,1042807,1472861,2172684,1160857,737074,629704,451633,189908,11835,39,5,0
남성,34,73700,181754,476247,788792,458153,290838,261824,270240,290994,279782,304579,337398,421503,624451,463732,304448,283257,227602,132858,16918,57,8,0
남영,989,44035,133415,350861,773889,447146,220669,210798,225641,240573,243080,270501,314194,439012,760181,369052,243501,224127,186150,95345,4122,3,0,0
남춘천,5331,14969,46067,59244,77622,82259,71743,104702,116819,96325,108915,107873,98470,119382,82739,112312,67882,49987,46788,27105,10561,0,0,0
남태령,508,6206,23429,59883,78064,44189,30773,28858,31099,30915,32736,32614,39783,52676,56721,34064,21911,16886,11262,6072,1118,18,2,0
남한산성입구(성남법원.검찰청),169,124882,273966,648084,960249,521548,329712,299333,316392,332188,317109,353915,399041,492231,724539,536333,323590,297192,252112,135804,26125,45,0,0
내방,53,43510,196835,439562,1200396,687195,346527,297675,307482,356306,351424,368849,426239,609434,1099327,525903,330280,313383,235457,104412,29953,748,6,0
노들,166,40127,68667,195741,261871,153417,114676,99327,107554,118128,109166,125700,132523,166320,236996,173606,106895,102189,83393,50001,4138,15,0,0
노량진,7604,265988,590287,1475413,2210619,1224990,800685,787203,944461,1071261,931856,994622,1133534,1561588,2267592,1431414,1066440,1117216,1154781,519260,37959,105,13,0
노원,1954,251254,597092,1329438,1836183,1471248,1159207,1106506,1205922,1322199,1364828,1457639,1576386,1814557,2415258,1929927,1334826,1107034,976870,550436,88592,1456,2,0
녹번,286,107818,330776,736827,956849,520105,333076,294994,308726,311530,306528,326898,402858,510958,778819,609810,366663,323481,265474,151990,11801,31,7,0
녹사평(용산구청),224,16468,65710,138221,262408,143351,114014,110643,129574,141266,149827,156302,200494,241119,334407,222540,158131,154864,134300,69552,6812,26,0,0
녹양,2729,66426,123778,238293,264748,145296,115546,115111,123300,123358,107779,131475,144968,180216,235777,198819,132667,106186,87898,61541,13272,0,0,0
녹천,9433,58782,100512,259526,246630,147926,121013,110600,132974,119322,109417,126820,149008,163092,208104,185826,109808,98796,74006,49527,11176,0,0,0
논현,279,51296,240880,609158,1512114,1260688,550410,397045,398257,454945,473169,506073,568620,875605,1526428,925181,553374,542977,442637,219742,21028,55,6,0
능곡,27,30109,89241,202616,217908,122926,93586,89994,93372,97227,92210,97701,112236,143807,179152,143434,92800,80157,65840,41411,17199,33,0,0
단대오거리,108,117769,231977,489957,657344,343846,235689,224941,245216,247135,249462,274717,333133,401626,604903,442406,276850,234403,194642,112721,19467,246,0,0
달월,0,287,1875,2476,5425,2050,1724,1717,1760,1909,1814,2378,2413,8003,5029,1551,717,566,480,335,86,0,0,0
답십리,81,110562,275919,753003,1233754,570260,347235,320652,349086,369808,359893,392764,451608,620378,1003233,666990,383823,348986,285612,159417,24260,79,4,0
당고개,732,94284,277478,659243,709249,467675,360771,319127,336664,343900,340242,369240,407619,471632,600910,543240,349604,299316,253922,163928,24344,1571,9,0
당산,961,205898,584601,1497315,2597520,1424409,862316,839308,899348,953142,927593,987597,1142458,1687403,2724903,1719493,1138313,1070870,930831,545393,48366,1287,18,0
당정,153,49434,147651,357456,409215,175573,125738,124762,133301,137667,127177,145988,171116,242364,363690,280398,181953,153345,129254,80558,16407,2,0,0
대곡,65,9663,38574,94790,99996,54889,43314,42946,43660,42049,43641,44947,50728,62875,98055,63271,33922,31059,24319,20619,4645,5,0,0
대공원,38,4572,40164,52265,110588,150708,176457,123272,128004,143535,149701,146581,156657,149212,133904,63939,36245,29181,10415,4186,405,2,2,0
대림(구로구청),7566,571297,601290,1206855,2116310,1427272,973676,915349,938995,966967,953958,1072676,1165769,1567874,1905781,1239838,868431,953338,787567,383350,33535,761,25,2
대모산입구,176,36018,148143,139318,206295,121204,84996,78896,82690,84438,81143,95298,129102,167804,169452,108961,67084,55722,49203,26796,3241,6,0,0
대방,5453,91352,245453,715200,984734,491315,292222,270009,292709,323407,302724,335511,385416,597311,929963,489851,330878,311758,249232,120117,10674,4,0,0
대성리,14,3398,9910,18942,23701,18464,25358,34832,28304,28555,31147,26297,32175,29396,25324,15858,11294,7391,6022,3003,78,0,0,0
대야미,48,37977,126703,244826,286253,157040,125400,119441,124154,126956,131582,145631,170094,200371,268188,197842,135614,115445,92011,54212,12597,6,5,1
대청,390,51994,190275,418128,595515,320571,219921,211274,224275,238570,244491,293921,315756,412055,550261,371457,236307,205652,186324,95312,9602,34,0,0
대치,122,36124,207700,439275,531731,348743,252314,240249,298877,347635,317388,353701,384111,526818,597025,424833,268020,271853,389634,95599,7248,42,1,0
대화,1585,87152,341743,817393,691729,421001,333655,315227,323439,335177,318501,348893,349918,451000,545173,479844,328349,263310,232814,110976,36986,2420,0,0
대흥(서강대앞),145,34928,98997,270956,552562,321652,214250,190970,224069,235370,226195,237983,280562,354105,504835,298757,195879,185124,170123,89160,8710,57,1,0
덕계,24,28165,93284,150986,151494,74952,58834,58700,62875,55919,58667,63929,74366,97775,113110,105161,68948,47762,37971,29363,7946,12,0,0
덕소,15633,45324,128589,298316,319208,195673,157238,153221,166228,168015,159587,176953,197201,223015,301714,267749,170551,122880,118105,82854,26759,6,0,0
덕정,15,54383,154914,332242,334524,182192,138796,150282,165340,158576,146514,154448,188922,260852,291127,233784,154160,130951,101113,66825,15720,26,1,0
도곡,717,37484,176160,459679,747894,537818,294454,279762,299273,327000,313730,352988,403867,560074,701591,441546,269653,244346,187371,84403,22825,890,0,0
도농,7847,89608,256422,623071,579341,296096,218952,214626,215184,214589,223341,218556,318184,350960,488196,443335,253696,206504,171277,113890,36174,0,0,0
도림천,98,7114,19744,71835,99084,44325,34560,29497,44442,30669,39643,40768,45831,54021,69564,48050,25453,23570,15597,10060,1445,23,3,0
도봉,2900,95382,138122,256049,315947,219412,196345,174212,174854,186286,193830,211155,219804,239625,298565,226202,136098,116512,88880,50578,18378,2,0,0
도봉산,2777,141812,374357,961405,891250,644485,610982,512099,547036,545827,567712,598563,634340,641637,765158,716180,421472,338439,293818,185164,53892,2628,6,0
도심,36,22694,67173,164225,163922,77596,56032,55109,57761,56210,49468,62926,62684,90318,95266,100059,55406,39802,46950,24792,7572,1,0,0
도원,6871,38450,57937,114542,245331,93938,87543,89057,96854,104229,97901,113397,149067,134349,151450,94371,62766,57413,39796,26392,12563,10,0,0
도화,3630,51600,100735,203480,202189,116782,97155,94237,104206,105393,103262,105832,133830,148096,174214,136891,88395,74670,56185,44168,16901,18,0,0
독립문,1115,63852,122077,307125,438885,298536,255592,224417,235265,249485,242499,256010,277862,304183,372431,246007,153800,133386,109552,56910,38234,2135,4,0
독바위,34,24559,61371,165069,181204,108778,85394,74461,73214,75410,74003,80255,92528,103579,154453,139259,83023,68073,62275,42575,7836,11,0,0
독산,6187,111583,327565,840870,1462293,705446,331759,277619,312997,313234,300611,338017,438769,768116,1216726,733843,398440,359107,255221,130746,6703,4,6,2
돌곶이,235,76116,172691,409715,578664,318517,229477,202158,219417,239316,229536,242207,269785,338184,465859,389850,226842,193512,180009,104554,10434,34,0,0
동대문,10672,287370,376217,767325,1461302,1370524,1215216,1254636,1250359,1295990,1377914,1391308,1398113,1667114,1480846,988599,696872,598517,433979,298421,31365,233,23,0
동대문역사문화공원,1352,43149,64983,136795,375955,230019,181168,180769,189897,207471,221843,236808,253116,323607,451962,340476,229243,194551,166384,101100,24645,270,8,0
동대입구,191,28337,117856,233279,636187,330672,224811,212947,208366,229338,244361,239805,277939,488275,510798,254446,173500,170973,135410,53502,7367,245,3,0
동두천,184,15347,65516,141610,122235,78083,74805,72138,63728,65014,69038,73515,74887,85733,107085,75853,52451,36893,28654,15514,6067,5,0,0
동두천중앙,315,35316,76329,140337,199941,111965,100536,108336,111255,109978,102347,105407,109560,133881,144654,110603,77711,54692,47899,28582,8529,13,0,0
동묘앞,2574,105266,180575,349208,744279,603339,547666,683671,805788,909024,981529,978663,917832,868707,831671,469756,294325,260214,216286,157944,33207,394,26,0
동암,6876,285731,446947,772466,779288,492006,395912,395166,418952,428093,411444,454072,522728,695751,869130,730001,498625,443241,348689,225140,47925,73,0,0
동인천,18997,119054,302961,684353,701047,395486,372670,415310,429587,454219,440835,466233,540874,648327,795676,601958,382762,295124,241879,148112,40680,34,0,0
동작(현충원),519,20776,79178,163705,239979,157022,123867,120791,121796,132936,138148,148258,160820,192345,251448,154031,107183,95558,75038,41363,21944,1048,6,1
두정,12190,51387,111848,196224,188788,150973,119735,135441,141671,156103,149425,154460,180578,222794,273944,189853,166450,129791,107820,74276,15566,17,0,0
둔촌동,26,48819,153802,362752,521794,279883,204740,199528,222908,232092,232102,256651,298875,376372,529466,356476,210038,188526,151544,80185,5185,13,0,0
둔촌오륜,6,3018,24622,59078,60674,27752,20272,21447,20878,25062,23834,29121,42354,42395,49958,34419,18969,17728,16786,8923,734,80,1,0
등촌,73,63666,187540,484539,679972,343323,249264,249131,267346,280157,274292,315613,342106,427151,612592,473997,279936,226664,196279,118156,9649,55,0,0
디지털미디어시티,1792,147231,431485,1310514,2547067,1180952,552410,474781,504119,541991,514593,574398,717209,1223779,2311783,1242209,689296,593777,479438,251693,55753,1002,47,0
뚝섬,334,64984,251231,555343,1712982,1016614,468463,391122,434974,501067,509825,549536,638065,886201,1674516,908119,514822,450283,331710,154476,12250,170,4,0
뚝섬유원지,82,58424,138272,283881,450628,300371,178328,172163,194614,227932,250053,292147,329584,412389,531670,406806,287047,283982,238001,115279,8761,43,0,0
마곡,13,39819,129738,347838,617483,358413,199552,170539,175946,201022,201163,221639,274617,356435,518521,314062,182951,151238,123323,65486,10060,13,1,0
마곡나루,29,11446,47171,112108,222482,112967,57936,51273,59198,62690,62451,70193,86442,157501,210812,132544,84897,75861,67606,40690,13587,399,4,0
마두,207,47581,147848,265022,412066,278541,229101,237676,227253,267696,261232,278088,278739,310275,396208,282525,174745,146585,126725,63533,6289,16,0,0
마들,138,121608,283918,729738,701145,394632,297648,284008,302312,296574,292698,320195,350699,408968,571556,561642,322922,268439,235068,148604,25776,52,1,1
마석,312,20824,101384,227463,179932,131453,112515,101144,110481,113815,111340,118244,121483,148585,177247,172999,101442,78632,60092,28908,9674,0,0,0
마장,13,34576,99027,238605,399568,204094,150683,145390,155665,152965,151962,162419,180013,227130,322565,216004,136226,120846,103770,53552,7820,157,1,0
마천,93,64874,149048,294209,352400,193925,153072,133563,147291,147182,146798,166382,194005,226978,278041,224978,134112,118362,99171,58789,14158,40,0,0
마포,219,42001,174471,522236,1165950,584101,315579,297858,295701,335567,314416,336161,391497,609261,1118805,542304,347321,332896,250795,119398,16237,25,3,0
마포구청,193,90064,226679,569984,961262,526619,338265,308035,333093,347799,336004,367320,410512,506695,841410,543335,346257,319911,269126,154478,14453,79,0,0
망우,3675,91184,163901,367773,417716,252790,203581,203889,216806,231660,227012,247794,280284,327771,433784,317232,202616,157041,134110,80212,14942,1,0,0
망원,98,68789,162856,370082,751542,579392,389980,387660,464020,495644,508953,526856,593381,674646,945895,684498,425615,401200,325766,182627,12061,67,0,0
망월사,4344,92332,172960,320648,399394,284346,224446,210606,235361,230159,225661,241553,269792,310067,374905,318400,200683,167420,135412,80384,26201,7,0,0
망포,814,75528,268894,709598,895691,381330,225650,226526,246845,255002,253208,288202,352834,536897,866974,658793,431142,348825,288010,148280,27483,8,0,1
매교,3630,31422,57616,109392,184019,80059,59751,57610,61671,64823,60219,63962,89972,127201,134990,80734,52751,49307,36002,20468,4095,2,1,1
매봉,75,22945,167160,381326,955905,537446,253960,230029,230012,248863,258944,284266,315403,511196,918709,424862,251803,249173,174411,73339,8857,160,0,0
매탄권선,991,38112,102338,228016,270100,134919,86152,88150,96034,93910,96036,109460,129272,189318,254692,197982,131060,113846,98057,58027,9588,7,0,0
먹골,423,90843,174932,462769,655188,379883,260773,242237,262754,271686,271337,291219,330256,411317,572406,500964,294126,258875,215366,132014,18492,270,0,0
면목,317,155123,317116,725227,1074279,593618,385844,353273,376208,389644,381617,424879,512299,600163,836953,763497,444157,384774,314232,188702,28175,62,0,1
명동,376,19648,173326,480434,1216756,841125,554272,563879,590189,651815,674050,731229,810372,993537,1461504,800194,597628,523564,334041,124047,11790,246,7,0
명일,12,54880,163310,465779,479836,257965,210864,202188,214863,220155,219924,237714,275767,331811,485229,430520,212043,196647,159353,90366,17296,71,6,0
명학,1666,101859,217794,517761,833284,265237,167719,153749,171122,175717,166568,177676,233664,386267,621913,327918,232342,189493,136555,78653,10550,3,1,2
